complaint_id,complaint_text,category,sentiment_label,polarity_score,priority,source
C5255,Grateful to finally see the cleaned common rooms and the turnaround was quick.,Hostel/Accommodation,positive,0.4,Low,synth
C5256,It can no longer be ignored that the attendance portal stopped working again and students have already reported it.,Academic,negative,-0.4,High,synth
C5257,A big thanks that the recorded lecture facility and the turnaround was quick.,Academic,positive,0.4,Low,synth
C5258,It bothers us every day that the assignment submission portal still does not function despite repeated complaints- please take it seriously.,Academic,neutral,-0.2,Medium,synth
C5259,Please guide me on the steps for the photocopying policy?,Library,neutral,0.0,Low,synth
C5260,Commendable effort around the prompt replies of the faculty panel and the turnaround was quick.,Faculty/Staff Behavior,positive,0.35,Low,synth
C5261,Is there any form for the fest stall allocation?,General/Suggestion,neutral,0.0,Medium,synth
C5262,This is a serious problem: the library entrance turnstiles remains completely unavailable and nothing has been done yet- this is getting frustrating.,Library,negative,-1.0,High,synth
C5263,Refreshing to note that the helpful digital portal- our sincere thanks.,IT/Technical,positive,0.4,Low,synth
C5264,I am looking for the exact procedure for the lighting upgrade schedule?,Infrastructure,neutral,0.0,Medium,synth
C5265,This is a serious problem: the notice board space has never been repaired and no one from the office follows up- kindly look into it at the earliest.,General/Suggestion,negative,-0.8,High,synth
C5266,This is a serious problem: the internal marks entry window stopped working again and no one from the office follows up- this is getting frustrating.,Academic,negative,-0.8,High,synth
C5267,Seeking clarification on the road resurfacing timeline Are walk ins accepted?,Infrastructure,neutral,0.0,Medium,synth
C5268,This is a serious problem: the campus WiFi network remains completely unavailable and students have already reported it- this is getting frustrating.,IT/Technical,negative,-1.0,High,synth
C5269,Warning signs were clear but the food quality at the main canteen has never been repaired and students have already reported it- please take it seriously.,Canteen/Food,neutral,-0.2,High,synth
C5270,The management is not listening while the campus WiFi network is constantly under-maintained again this month- kindly look into it at the earliest.,IT/Technical,neutral,0.0,Medium,synth
C5271,When does the window for the lighting upgrade schedule?,Infrastructure,neutral,0.0,Medium,synth
C5272,"Could you explain how the road resurfacing timeline If possible, share the office address as well.",Infrastructure,neutral,0.0,Medium,synth
C5273,Good to see that the clear fee notices and the turnaround was quick.,Administrative,positive,0.4,Low,synth
C5274,I would like to know the schedule for the price revision policy Does it require prior appointment?,Canteen/Food,neutral,0.0,Medium,synth
C5275,Impressed that the extended weekend hours and the effort shows.,Library,positive,0.4,Low,synth
C5276,It is a pleasure to see that the updated orientation week- the improvement is visible.,General/Suggestion,positive,0.4,Low,synth
C5277,Refreshing to note that the friendly complaints desk and the effort shows.,Hostel/Accommodation,positive,0.35,Low,synth
C5278,Requesting information about the price revision policy Could you mail a copy of the policy?,Canteen/Food,neutral,0.0,Medium,synth
C5279,This is at least the third time that the approach of the examination cell has not been fixed despite requests with no date for repair available- this is getting frustrating.,Faculty/Staff Behavior,neutral,0.2,Medium,synth
C5280,"Honestly, nothing improves while the single sign on portal still does not function again this month.",IT/Technical,neutral,0.2,Medium,synth
C5281,"May I know the current status of the room transfer form If possible, share the office address as well.",Hostel/Accommodation,neutral,0.0,Medium,synth
C5282,A big thanks that the freshly painted zebra crossings- thanks to the concerned team.,Infrastructure,positive,0.4,Low,synth
C5283,Happy to report that the upgraded catalogue search and the turnaround was quick.,Library,positive,0.4,Low,synth
C5284,"Could you clarify the process for the road resurfacing timeline If possible, share the office address as well.",Infrastructure,neutral,0.0,Medium,synth
C5285,Satisfied that the prompt replies of the faculty panel and the effort shows.,Faculty/Staff Behavior,positive,0.4,Low,synth
C5286,Happy to report that the improved lab manuals- the improvement is visible.,Academic,positive,0.8,Low,synth
C5287,Seeking clarification on the certificate request process Does it require prior appointment?,Academic,neutral,0.0,Low,synth
C5288,It can no longer be ignored that the notice board space has never been repaired and no one from the office follows up!,General/Suggestion,negative,-0.4,High,synth
C5289,Satisfied that the responsive suggestions committee and the turnaround was quick.,General/Suggestion,positive,0.4,Low,synth
C5290,Refreshing to note that the updated admit card service- the improvement is visible.,Examination,positive,0.4,Low,synth
C5291,Refreshing to note that the helpful counselling hours- thanks to the concerned team.,Academic,positive,0.4,Low,synth
C5292,The situation with the behaviour of the front desk clerk still does not function for almost two weeks now- this is getting frustrating.,Faculty/Staff Behavior,neutral,0.0,Medium,synth
C5293,It is a pleasure to see that the improved lab manuals- the improvement is visible.,Academic,positive,0.4,Low,synth
C5294,Could you point me to the right authority for the portion size guidelines Could you mail a copy of the policy?,Canteen/Food,neutral,0.0,Low,synth
C5295,Really appreciate that the updated orientation week we really valued the support.,General/Suggestion,positive,0.4,Low,synth
C5296,Kindly update the current policy for the support ticket hours Could you mail a copy of the policy?,IT/Technical,neutral,0.0,Low,synth
C5297,The situation with the balcony ramp still does not function with no date for repair available- this is getting frustrating.,Infrastructure,neutral,0.0,Medium,synth
C5298,Still facing the issue that the washroom drainage still does not function for almost two weeks now- kindly look into it at the earliest.,Hostel/Accommodation,neutral,0.0,Medium,synth
C5299,Commendable effort around the cleaner serving counters and the turnaround was quick.,Canteen/Food,positive,0.35,Low,synth
C5300,I have tried several times but the placement cell handling is not up to the expected standard despite repeated complaints.,Faculty/Staff Behavior,neutral,-0.2,Medium,synth
C5301,Satisfied that the transparent re-evaluation process- the improvement is visible.,Examination,positive,0.8,Low,synth
C5302,"Requesting information about the profile update form If possible, share the office address as well.",Administrative,neutral,0.0,Medium,synth
C5303,Delighted that the helpful digital portal and the turnaround was quick.,IT/Technical,positive,0.4,Low,synth
C5304,This is a serious problem: the orientation day arrangements stopped working again and nothing has been done yet!,General/Suggestion,negative,-0.8,High,synth
C5305,Delighted that the upgraded common room lighting- the improvement is visible.,Hostel/Accommodation,positive,0.8,Low,synth
C5306,Commendable effort around the improved lab manuals and the effort shows.,Academic,positive,0.4,Low,synth
C5307,I am looking for the exact procedure for the service standard document Are walk ins accepted?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C5308,A big thanks that the supportive mentoring approach- the improvement is visible.,Faculty/Staff Behavior,positive,0.8,Low,synth
C5309,"Requesting information about library membership for part time students If possible, share the office address as well.",Library,neutral,0.0,Medium,synth
C5310,This is a serious problem: the exam hall seating arrangement remains completely unavailable and nothing has been done yet!,Examination,negative,-1.0,High,synth
C5311,Very pleased that the quick response of the IT team- our sincere thanks.,IT/Technical,positive,0.8,Low,synth
C5312,Very pleased that the prompt replies of the faculty panel- thanks to the concerned team.,Faculty/Staff Behavior,positive,0.8,Low,synth
C5313,It can no longer be ignored that the book drop counter has never been repaired and nothing has been done yet!,Library,negative,-0.4,High,synth
C5314,Great news that the new courtyard seating- thanks to the concerned team.,General/Suggestion,positive,0.8,Low,synth
C5315,I am looking for the exact procedure for the elective selection procedure Could you mail a copy of the policy?,Academic,neutral,0.0,Low,synth
C5316,I would like to know the schedule for the club funding rules Does it require prior appointment?,General/Suggestion,neutral,0.0,Medium,synth
C5317,A big thanks that the helpful circulation staff we really valued the support.,Library,positive,0.4,Low,synth
C5318,Impressed that the supportive mentoring approach we really valued the support.,Faculty/Staff Behavior,positive,0.4,Low,synth
C5319,This is a serious problem: the sports office staff response remains completely unavailable and students have already reported it- kindly look into it at the earliest.,Faculty/Staff Behavior,negative,-1.0,High,synth
C5320,Good to see that the responsive suggestions committee- thanks to the concerned team.,General/Suggestion,positive,0.8,Low,synth
C5321,Really appreciate that the redesigned notice boards- thanks to the concerned team.,General/Suggestion,positive,0.8,Low,synth
C5322,Great news that the new courtyard seating we really valued the support.,General/Suggestion,positive,0.4,Low,synth
C5323,Students here are badly affected because the invigilation duty roster is still not working with no date for repair available- this is getting frustrating.,Examination,negative,-0.4,Medium,synth
C5324,Delighted that the well maintained restrooms- our sincere thanks.,General/Suggestion,positive,0.8,Low,synth
C5325,Please share the relevant circular for the VPN account request process Does it require prior appointment?,IT/Technical,neutral,0.0,Low,synth
C5326,Grateful to finally see the prompt replies of the faculty panel- thanks to the concerned team.,Faculty/Staff Behavior,positive,0.8,Low,synth
C5327,Please share the relevant circular for the profile update form Could you mail a copy of the policy?,Administrative,neutral,0.0,Medium,synth
C5328,Kindly update the current policy for the grade recalculation timeline?,Examination,neutral,0.0,Medium,synth
C5329,Happy to report that the supportive mentoring approach- our sincere thanks.,Faculty/Staff Behavior,positive,0.8,Low,synth
C5330,It can no longer be ignored that the campus drainage network is out of order since morning and students have already reported it- this is getting frustrating.,Infrastructure,negative,-0.4,High,synth
C5331,I am looking for the exact procedure for the transfer certificate procedure Could you mail a copy of the policy?,Administrative,neutral,0.0,Low,synth
C5332,My complaint remains unresolved because the water supply in Block C keeps getting delayed with no date for repair available.,Hostel/Accommodation,negative,-0.8,Medium,synth
C5333,Very pleased that the revised study structure and the effort shows.,Academic,positive,0.4,Low,synth
C5334,The management is not listening while the scholarship certificate issuance keeps breaking down again this month- kindly look into it at the earliest.,Administrative,neutral,0.0,Medium,synth
C5335,This is a serious problem: the main gate escalator remains completely unavailable and no one from the office follows up- this is getting frustrating.,Infrastructure,negative,-1.0,High,synth
C5336,My complaint remains unresolved because the college letter dispatch is still not working again this month- kindly look into it at the earliest.,Administrative,negative,-0.8,Medium,synth
C5337,Could you explain how the road resurfacing timeline?,Infrastructure,neutral,0.0,Medium,synth
C5338,It is really disappointing that the college fest bookings still does not function since the start of the semester- kindly look into it at the earliest.,General/Suggestion,neutral,0.0,Medium,synth
C5339,Could you point me to the right authority for the guest speaker scheduling Are walk ins accepted?,General/Suggestion,neutral,0.0,Low,synth
C5340,Warning signs were clear but the water jug refills remains completely unavailable and nothing has been done yet- this is getting frustrating.,Canteen/Food,neutral,-0.2,High,synth
C5341,Good to see that the quick response of the IT team- thanks to the concerned team.,IT/Technical,positive,0.8,Low,synth
C5342,Students here are badly affected because the main gate escalator has degraded further over time for almost two weeks now!,Infrastructure,neutral,0.0,Medium,synth
C5343,"Please share the relevant circular for the grade recalculation timeline If possible, share the office address as well.",Examination,neutral,0.0,Medium,synth
C5344,It can no longer be ignored that the project group selection is out of order since morning and students have already reported it- kindly look into it at the earliest.,Academic,negative,-0.4,High,synth
C5345,It can no longer be ignored that the book drop counter stopped working again and no one from the office follows up- kindly look into it at the earliest.,Library,negative,-0.4,High,synth
C5346,This is a serious problem: the practical exam slots stopped working again and no one from the office follows up- this is getting frustrating.,Examination,negative,-0.8,High,synth
C5347,Please share the relevant circular for library membership for part time students Does it require prior appointment?,Library,neutral,0.0,Low,synth
C5348,This is a serious problem: the campus drainage network stopped working again and no one from the office follows up.,Infrastructure,negative,-0.8,High,synth
C5349,I am looking for the exact procedure for the grade recalculation timeline?,Examination,neutral,0.0,Medium,synth
C5350,This is a serious problem: the lab batch timings remains completely unavailable and students have already reported it.,Academic,negative,-1.0,High,synth
C5351,Good to see that the updated orientation week- our sincere thanks.,General/Suggestion,positive,0.8,Low,synth
C5352,I am looking for the exact procedure for the notice board permission process Does it require prior appointment?,General/Suggestion,neutral,0.0,Low,synth
C5353,It is really disappointing that the biometric login scanner is constantly under-maintained since the start of the semester- this is getting frustrating.,IT/Technical,neutral,0.0,Medium,synth
C5354,Seeking clarification on the parking zone marking Are walk ins accepted?,Infrastructure,neutral,0.0,Low,synth
C5355,Great news that the cleaned common rooms- our sincere thanks.,Hostel/Accommodation,positive,0.8,Low,synth
C5356,This is a serious problem: the single sign on portal has never been repaired and no one from the office follows up.,IT/Technical,negative,-0.8,High,synth
C5357,Very pleased that the approachable faculty mentors- the improvement is visible.,Academic,positive,0.8,Low,synth
C5358,It truly helps that the freshly painted zebra crossings- thanks to the concerned team.,Infrastructure,positive,0.4,Low,synth
C5359,It bothers us every day that the reading room lights is not up to the expected standard again this month!,Library,neutral,0.0,Medium,synth
C5360,It can no longer be ignored that the parking shades remains completely unavailable and no one from the office follows up!,Infrastructure,negative,-0.8,High,synth
C5361,Great news that the supportive mentoring approach and the turnaround was quick.,Faculty/Staff Behavior,positive,0.4,Low,synth
C5362,It bothers us every day that the approach of the examination cell has not been fixed despite requests since the start of the semester- this is getting frustrating.,Faculty/Staff Behavior,neutral,0.2,Medium,synth
C5363,It can no longer be ignored that the reference section fans is out of order since morning and no one from the office follows up!,Library,negative,-0.4,High,synth
C5364,This is at least the third time that the library entrance turnstiles is still not working with no date for repair available- kindly look into it at the earliest.,Library,negative,-0.4,Medium,synth
C5365,Could you explain how the hygiene inspection details Could you mail a copy of the policy?,Canteen/Food,neutral,0.0,Low,synth
C5366,Happy to report that the improved exam seating- our sincere thanks.,Examination,positive,1.0,Low,synth
C5367,May I know the current status of the data restore procedure?,IT/Technical,neutral,0.0,Low,synth
C5368,A big thanks that the new courtyard seating- our sincere thanks.,General/Suggestion,positive,0.4,Low,synth
C5369,Still facing the issue that the printer kiosks in the eastern annex keeps breaking down with no date for repair available.,Library,neutral,0.0,Medium,synth
C5370,Good to see that the new walkway panels and the turnaround was quick.,Infrastructure,positive,0.4,Low,synth
C5371,Warning signs were clear but the accounts desk responses remains completely unavailable and students have already reported it- kindly look into it at the earliest.,Faculty/Staff Behavior,neutral,-0.2,High,synth
C5372,Satisfied that the smoother login experience- our sincere thanks.,IT/Technical,positive,0.8,Low,synth
C5373,This is a serious problem: the accounts desk responses has never been repaired and nothing has been done yet- please take it seriously.,Faculty/Staff Behavior,negative,-0.8,High,synth
C5374,Warning signs were clear but the auditorium lift is out of order since morning and nothing has been done yet.,Infrastructure,neutral,0.0,High,synth
C5375,Delighted that the quick response of the IT team- thanks to the concerned team.,IT/Technical,positive,0.8,Low,synth
C5376,I am looking for the exact procedure for the event holiday calendar?,General/Suggestion,neutral,0.0,Low,synth
C5377,It truly helps that the new walkway panels and the turnaround was quick.,Infrastructure,positive,0.35,Low,synth
C5378,When does the window for the room transfer form?,Hostel/Accommodation,neutral,0.0,Medium,synth
C5379,This is a serious problem: the reference section fans remains completely unavailable and no one from the office follows up- this is getting frustrating.,Library,negative,-1.0,High,synth
C5380,Refreshing to note that the courteous accounts staff- the improvement is visible.,Administrative,positive,0.4,Low,synth
C5381,A big thanks that the smoother campus entry we really valued the support.,General/Suggestion,positive,0.4,Low,synth
C5382,"Honestly, nothing improves while the coupon monitoring is constantly under-maintained despite repeated complaints.",Canteen/Food,neutral,0.0,Medium,synth
C5383,Really appreciate that the on time result publication- thanks to the concerned team.,Examination,positive,0.8,Low,synth
C5384,It is a pleasure to see that the freshly painted zebra crossings- our sincere thanks.,Infrastructure,positive,0.4,Low,synth
C5385,It truly helps that the new courtyard seating we really valued the support.,General/Suggestion,positive,0.35,Low,synth
C5386,A big thanks that the faster lunch queues- thanks to the concerned team.,Canteen/Food,positive,0.4,Low,synth
C5387,"Could you clarify the process for the grievance register location If possible, share the office address as well.",Library,neutral,0.0,Low,synth
C5388,"I would like to know the schedule for the VPN account request process If possible, share the office address as well.",IT/Technical,neutral,0.0,Medium,synth
C5389,"Is there any form for the certificate request process If possible, share the office address as well.",Academic,neutral,0.0,Medium,synth
C5390,This is a serious problem: the parking shades remains completely unavailable and nothing has been done yet.,Infrastructure,negative,-1.0,High,synth
C5391,"Requesting information about the guest speaker scheduling If possible, share the office address as well.",General/Suggestion,neutral,0.0,Medium,synth
C5392,"Kindly confirm the required documents for the hygiene inspection details If possible, share the office address as well.",Canteen/Food,neutral,0.0,Low,synth
C5393,It bothers us every day that the antivirus support team has not been fixed despite requests since the start of the semester!,IT/Technical,neutral,0.2,Medium,synth
C5394,Very pleased that the updated lab computers- the improvement is visible.,IT/Technical,positive,0.8,Low,synth
C5395,This is a serious problem: the library entrance turnstiles has never been repaired and students have already reported it.,Library,negative,-0.8,High,synth
C5396,The management is not listening while the practical exam slots has not been fixed despite requests since the start of the semester!,Examination,neutral,0.2,Medium,synth
C5397,It can no longer be ignored that the laundry machine service remains completely unavailable and nothing has been done yet!,Hostel/Accommodation,negative,-0.8,High,synth
C5398,I am looking for the exact procedure for the support ticket hours?,IT/Technical,neutral,0.0,Low,synth
C5399,It can no longer be ignored that the drinking water coolers on campus has never been repaired and nothing has been done yet.,Infrastructure,negative,-0.4,High,synth
C5400,Satisfied that the helpful counselling hours and the effort shows.,Academic,positive,0.4,Low,synth
C5401,This is a serious problem: the feedback collection points has never been repaired and no one from the office follows up!,General/Suggestion,negative,-0.8,High,synth
C5402,Requesting information about the academic calendar circulars?,Academic,neutral,0.0,Medium,synth
C5403,Very pleased that the prompt replies of the faculty panel- the improvement is visible.,Faculty/Staff Behavior,positive,0.8,Low,synth
C5404,"When does the window for the e resource access policies If possible, share the office address as well.",Library,neutral,0.0,Medium,synth
C5405,Warning signs were clear but the response of the admissions office has never been repaired and no one from the office follows up.,Faculty/Staff Behavior,neutral,0.0,High,synth
C5406,Delighted that the clear fee notices and the turnaround was quick.,Administrative,positive,0.4,Low,synth
C5407,Students here are badly affected because the mobile data top-up system is constantly under-maintained for almost two weeks now.,IT/Technical,neutral,0.0,Medium,synth
C5408,Seeking clarification on the lift maintenance timetable?,Infrastructure,neutral,0.0,Low,synth
C5409,Is there any form for the verification letter format Does it require prior appointment?,Administrative,neutral,0.0,Medium,synth
C5410,Satisfied that the approachable faculty mentors- thanks to the concerned team.,Academic,positive,0.8,Low,synth
C5411,Very pleased that the upgraded front helpdesk- our sincere thanks.,Administrative,positive,0.8,Low,synth
C5412,Good to see that the responsive suggestions committee- the improvement is visible.,General/Suggestion,positive,0.8,Low,synth
C5413,This is a serious problem: the corridor lights on second floor has never been repaired and students have already reported it.,Hostel/Accommodation,negative,-0.8,High,synth
C5414,Is there any form for the elective selection procedure Could you mail a copy of the policy?,Academic,neutral,0.0,Medium,synth
C5415,Could you point me to the right authority for the marks correction window?,Examination,neutral,0.0,Medium,synth
C5416,Could you point me to the right authority for the grievance register location Are walk ins accepted?,Library,neutral,0.0,Low,synth
C5417,This is at least the third time that the water jug refills is constantly under-maintained again this month.,Canteen/Food,neutral,0.0,Medium,synth
C5418,It bothers us every day that the library entrance turnstiles is constantly under-maintained since the start of the semester- this is getting frustrating.,Library,neutral,0.0,Medium,synth
C5419,Refreshing to note that the helpful circulation staff and the effort shows.,Library,positive,0.35,Low,synth
C5420,Warning signs were clear but the coupon monitoring has never been repaired and nothing has been done yet- kindly look into it at the earliest.,Canteen/Food,neutral,0.0,High,synth
C5421,"May I know the current status of the parking zone marking If possible, share the office address as well.",Infrastructure,neutral,0.0,Low,synth
C5422,The situation with the result publication schedule is not up to the expected standard with no date for repair available- this is getting frustrating.,Examination,neutral,0.0,Medium,synth
C5423,I have tried several times but the bonafide certificate service has not been fixed despite requests with no date for repair available!,Administrative,neutral,0.2,Medium,synth
C5424,Commendable effort around the helpful digital portal and the effort shows.,IT/Technical,positive,0.35,Low,synth
C5425,This is at least the third time that the exam centre approvals has degraded further over time with no date for repair available!,Administrative,neutral,0.0,Medium,synth
C5426,This is at least the third time that the reading room lights has not been fixed despite requests again this month- please take it seriously.,Library,neutral,0.0,Medium,synth
C5427,"Requesting information about the credit transfer policy If possible, share the office address as well.",Academic,neutral,0.0,Medium,synth
C5428,May I know the current status of the VPN account request process Could you mail a copy of the policy?,IT/Technical,neutral,0.0,Low,synth
C5429,It bothers us every day that the invigilation duty roster is still not working with no date for repair available- this is getting frustrating.,Examination,negative,-0.4,Medium,synth
C5430,"Could you explain how the photocopying policy If possible, share the office address as well.",Library,neutral,0.0,Low,synth
C5431,Happy to report that the smooth book return counter- our sincere thanks.,Library,positive,0.8,Low,synth
C5432,It is a pleasure to see that the improved lab manuals- thanks to the concerned team.,Academic,positive,0.8,Low,synth
C5433,"Honestly, nothing improves while the assignment submission portal is still not working again this month.",Academic,negative,-0.35,Medium,synth
C5434,Students here are badly affected because the projectors in lecture halls is still not working for almost two weeks now.,IT/Technical,negative,-0.4,Medium,synth
C5435,A big thanks that the revised study structure we really valued the support.,Academic,positive,0.4,Low,synth
C5436,I have tried several times but the auditorium lift has not been fixed despite requests again this month- kindly look into it at the earliest.,Infrastructure,neutral,0.2,Medium,synth
C5437,This is a serious problem: the internal marks entry window has never been repaired and nothing has been done yet.,Academic,negative,-0.8,High,synth
C5438,Seeking clarification on the service standard document Does it require prior appointment?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C5439,"Honestly, nothing improves while the projectors in lecture halls still does not function despite repeated complaints- this is getting frustrating.",IT/Technical,neutral,0.0,Medium,synth
C5440,It is really disappointing that the auditorium lift is not up to the expected standard for almost two weeks now.,Infrastructure,neutral,0.0,Medium,synth
C5441,It can no longer be ignored that the laundry machine service remains completely unavailable and students have already reported it!,Hostel/Accommodation,negative,-0.8,High,synth
C5442,Commendable effort around the cleaner serving counters- our sincere thanks.,Canteen/Food,positive,0.4,Low,synth
C5443,Grateful to finally see the upgraded common room lighting and the effort shows.,Hostel/Accommodation,positive,0.4,Low,synth
C5444,The management is not listening while the exam hall seating arrangement is still not working again this month- this is getting frustrating.,Examination,negative,-0.4,Medium,synth
C5445,A big thanks that the clear evaluation criteria- thanks to the concerned team.,Examination,positive,0.4,Low,synth
C5446,This is at least the third time that the reading room lights keeps breaking down with no date for repair available!,Library,neutral,0.0,Medium,synth
C5447,The condition of the washroom drainage is not up to the expected standard with no date for repair available!,Hostel/Accommodation,neutral,0.0,Medium,synth
C5448,When does the window for the inter library loan procedure Are walk ins accepted?,Library,neutral,0.0,Medium,synth
C5449,This is at least the third time that the event permits procedure keeps breaking down with no date for repair available- this is getting frustrating.,General/Suggestion,neutral,0.0,Medium,synth
C5450,Please guide me on the steps for the grievance escalation steps Are walk ins accepted?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C5451,Please guide me on the steps for the revaluation deadline Does it require prior appointment?,Examination,neutral,0.0,Medium,synth
C5452,This is a serious problem: the campus drainage network remains completely unavailable and no one from the office follows up!,Infrastructure,negative,-1.0,High,synth
C5453,It can no longer be ignored that the drinking water coolers on campus is out of order since morning and nothing has been done yet- please take it seriously.,Infrastructure,negative,-0.8,High,synth
C5454,Please guide me on the steps for the campus cleanup schedule?,General/Suggestion,neutral,0.0,Medium,synth
C5455,My complaint remains unresolved because the common room appliances has degraded further over time with no date for repair available.,Hostel/Accommodation,negative,-0.4,Medium,synth
C5456,It is a pleasure to see that the updated orientation week we really valued the support.,General/Suggestion,positive,0.35,Low,synth
C5457,Kindly update the current policy for the backlog subject form?,Examination,neutral,0.0,Medium,synth
C5458,Please share the relevant circular for the special meal order process Does it require prior appointment?,Canteen/Food,neutral,0.0,Low,synth
C5459,It can no longer be ignored that the project group selection stopped working again and nothing has been done yet- kindly look into it at the earliest.,Academic,negative,-0.4,High,synth
C5460,Great news that the hygienic ordering process- our sincere thanks.,Canteen/Food,positive,0.8,Low,synth
C5461,This is a serious problem: the library entrance turnstiles is out of order since morning and students have already reported it!,Library,negative,-0.8,High,synth
C5462,This is at least the third time that the notice board space still does not function since the start of the semester- kindly look into it at the earliest.,General/Suggestion,neutral,0.0,Medium,synth
C5463,Students here are badly affected because the coupon monitoring is still not working since the start of the semester.,Canteen/Food,negative,-0.4,Medium,synth
C5464,Kindly confirm the required documents for the backlog subject form?,Examination,neutral,0.0,Medium,synth
C5465,Seeking clarification on the data restore procedure?,IT/Technical,neutral,0.0,Low,synth
C5466,Very pleased that the updated orientation week we really valued the support.,General/Suggestion,positive,0.4,Low,synth
C5467,This is a serious problem: the syllabus update notifications remains completely unavailable and students have already reported it- kindly look into it at the earliest.,Academic,negative,-1.0,High,synth
C5468,The situation with the meal price list keeps breaking down with no date for repair available- this is getting frustrating.,Canteen/Food,neutral,0.0,Medium,synth
C5469,Happy to report that the improved monthly menu and the effort shows.,Canteen/Food,positive,0.8,Low,synth
C5470,Warning signs were clear but the balcony ramp is out of order since morning and nothing has been done yet- this is getting frustrating.,Infrastructure,neutral,0.0,High,synth
C5471,Could you explain how the service standard document Could you mail a copy of the policy?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C5472,It can no longer be ignored that the lab assistant attitude remains completely unavailable and no one from the office follows up!,Faculty/Staff Behavior,negative,-0.8,High,synth
C5473,Warning signs were clear but the corridor lights on second floor stopped working again and no one from the office follows up- please take it seriously.,Hostel/Accommodation,neutral,-0.2,High,synth
C5474,Great news that the revised study structure- thanks to the concerned team.,Academic,positive,0.8,Low,synth
C5475,Satisfied that the new walkway panels- our sincere thanks.,Infrastructure,positive,0.8,Low,synth
C5476,The condition of the campus footpaths is not up to the expected standard for almost two weeks now!,Infrastructure,neutral,0.0,Medium,synth
C5477,This is a serious problem: the tutorial slot allocation is out of order since morning and nothing has been done yet!,Academic,negative,-0.8,High,synth
C5478,Impressed that the new courtyard seating we really valued the support.,General/Suggestion,positive,0.4,Low,synth
C5479,This is a serious problem: the balcony ramp stopped working again and students have already reported it!,Infrastructure,negative,-0.8,High,synth
C5480,This is at least the third time that the approach of the examination cell is constantly under-maintained with no date for repair available.,Faculty/Staff Behavior,neutral,0.0,Medium,synth
C5481,May I know the current status of the photocopying policy Are walk ins accepted?,Library,neutral,0.0,Low,synth
C5482,Good to see that the new e-book subscriptions and the effort shows.,Library,positive,0.4,Low,synth
C5483,It can no longer be ignored that the warden office timings is out of order since morning and students have already reported it- this is getting frustrating.,Hostel/Accommodation,negative,-0.4,High,synth
C5484,This is a serious problem: the behaviour of the front desk clerk stopped working again and no one from the office follows up- please take it seriously.,Faculty/Staff Behavior,negative,-0.8,High,synth
C5485,Please share the relevant circular for the certificate authentication process?,Administrative,neutral,0.0,Low,synth
C5486,Could you clarify the process for the campus cleanup schedule?,General/Suggestion,neutral,0.0,Medium,synth
C5487,Good to see that the extended weekend hours we really valued the support.,Library,positive,0.4,Low,synth
C5488,Satisfied that the new walkway panels and the turnaround was quick.,Infrastructure,positive,0.4,Low,synth
C5489,Could you explain how the certificate authentication process?,Administrative,neutral,0.0,Low,synth
C5490,When does the window for the attendance reversal window Does it require prior appointment?,Academic,neutral,0.0,Medium,synth
C5491,Warning signs were clear but the reference section fans has never been repaired and nothing has been done yet- please take it seriously.,Library,neutral,-0.2,High,synth
C5492,Impressed that the responsive suggestions committee we really valued the support.,General/Suggestion,positive,0.4,Low,synth
C5493,A big thanks that the cleaner serving counters- the improvement is visible.,Canteen/Food,positive,0.8,Low,synth
C5494,Good to see that the updated orientation week- the improvement is visible.,General/Suggestion,positive,0.8,Low,synth
C5495,Delighted that the responsive wifi setup team we really valued the support.,IT/Technical,positive,0.4,Low,synth
C5496,Requesting information about the grade recalculation timeline?,Examination,neutral,0.0,Medium,synth
C5497,The condition of the placement cell handling still does not function for almost two weeks now- kindly look into it at the earliest.,Faculty/Staff Behavior,neutral,0.0,Medium,synth
C5498,Seeking clarification on the credit transfer policy?,Academic,neutral,0.0,Low,synth
C5499,Could you explain how the price revision policy Are walk ins accepted?,Canteen/Food,neutral,0.0,Low,synth
C5500,Warning signs were clear but the common room appliances has never been repaired and no one from the office follows up.,Hostel/Accommodation,neutral,0.0,High,synth
C5501,It can no longer be ignored that the project group selection remains completely unavailable and students have already reported it- kindly look into it at the earliest.,Academic,negative,-0.8,High,synth
C5502,Please share the relevant circular for the verification letter format?,Administrative,neutral,0.0,Medium,synth
C5503,Warning signs were clear but the event permits procedure stopped working again and students have already reported it- this is getting frustrating.,General/Suggestion,neutral,0.0,High,synth
C5504,It bothers us every day that the official transcript counter is constantly under-maintained since the start of the semester- please take it seriously.,Administrative,neutral,-0.2,Medium,synth
C5505,"When does the window for the certificate request process If possible, share the office address as well.",Academic,neutral,0.0,Medium,synth
C5506,It is really disappointing that the library entrance turnstiles is still not working despite repeated complaints!,Library,negative,-0.8,Medium,synth
C5507,Grateful to finally see the new e office service and the effort shows.,Administrative,positive,0.4,Low,synth
C5508,Warning signs were clear but the campus drainage network has never been repaired and no one from the office follows up- this is getting frustrating.,Infrastructure,neutral,0.0,High,synth
C5509,Please guide me on the steps for the fee refund timeline Are walk ins accepted?,Administrative,neutral,0.0,Medium,synth
C5510,It can no longer be ignored that the reading room lights stopped working again and no one from the office follows up.,Library,negative,-0.4,High,synth
